customer_id,signup_date,acquisition_channel,country,is_active,age
C02615,02-25-2023,Organic,Rwanda,1,52
C02616,27/10/2023,Organic,Rwanda,1,29
C02617,2024-02-19,Organic,Tanzania,1,25
C02618,25/09/2023,Organic,Uganda,1,54
C02619,21/10/2023,Email,Kenya,0,27
C02620,2023-04-18,Organic,Tanzania,1,38
C02621,03-27-2023,Email,Rwanda,1,58
C02622,07/04/2023,Email,Rwanda,1,62
C02623,10-06-2023,Paid Ads,Tanzania,0,59
C02624,04/02/2023,Referral,Kenya,0,46
C02625,14/03/2024,Organic,Rwanda,1,48
C02626,05-08-2023,Referral,Rwanda,1,57
C02627,08/03/2023,Organic,Uganda,1,24
C02628,2023-12-31,Paid Ads,Tanzania,1,51
C02629,10-19-2023,Paid Ads,Rwanda,1,51
C02630,01-10-2023,Organic,Kenya,0,47
C02631,2023-12-08,Paid Ads,Uganda,1,21
C02632,02/03/2024,Email,Tanzania,1,58
C02633,10-26-2023,Organic,Kenya,1,47
C02634,08-22-2024,Organic,Rwanda,1,42
C02635,06-18-2024,Email,Tanzania,1,31
C02636,19/03/2024,Paid Ads,Tanzania,1,41
C02637,01/04/2023,Referral,Kenya,1,60
C02638,06-07-2023,Email,Tanzania,1,48
C02639,06/04/2023,Referral,Kenya,1,56
C02640,03-07-2023,Email,Rwanda,0,45
C02641,04-05-2024,Organic,Uganda,1,42
C02642,2023-08-13,Organic,Kenya,1,36
C02643,2023-05-03,Email,Uganda,1,21
C02644,15/01/2024,Paid Ads,Tanzania,1,51
C02645,2023-08-29,Organic,Kenya,0,49
C02646,2024-07-22,Organic,Rwanda,0,42
C02647,03-08-2024,Referral,Kenya,1,39
C02648,05/04/2023,Paid Ads,Kenya,1,45
C02649,06-07-2023,Paid Ads,Kenya,1,35
C02650,2024-03-28,Paid Ads,Uganda,0,24
C02651,08/06/2024,Organic,Uganda,1,28
C02652,2024-04-19,Organic,Tanzania,1,59
C02653,05-27-2024,Organic,Tanzania,1,28
C02654,01-22-2023,Organic,Tanzania,0,26
C02655,12-31-2023,Email,Tanzania,1,52
C02656,12-16-2023,Paid Ads,Kenya,1,54
C02657,2024-02-24,Email,Uganda,1,40
C02658,02-02-2023,Email,Uganda,0,50
C02659,03-09-2023,Organic,Uganda,1,18
C02660,10-30-2023,Paid Ads,Uganda,0,37
C02661,11/07/2023,Paid Ads,Tanzania,1,22
C02662,11/12/2023,Email,Kenya,1,46
C02663,2023-09-29,Organic,Uganda,0,43
C02664,2023-07-05,Paid Ads,Rwanda,0,55
C02665,2024-03-28,Paid Ads,Kenya,1,20
C02666,2023-11-17,Organic,Rwanda,1,38
C02667,07-16-2024,Organic,Kenya,1,30
C02668,2024-06-11,Paid Ads,Kenya,1,48
C02669,29/01/2023,Email,Kenya,1,34
C02670,04-25-2024,Organic,Rwanda,1,52
C02671,18/08/2024,Paid Ads,Uganda,1,40
C02672,08-23-2023,Organic,Uganda,1,20
C02673,2024-07-08,Email,Rwanda,1,62
C02674,2024-07-07,Organic,Uganda,1,19
C02675,03-19-2024,Email,Tanzania,1,20
C02676,04-24-2023,Organic,Uganda,1,37
C02677,10-05-2023,Organic,Tanzania,1,
C02678,2023-12-11,Organic,Tanzania,1,61
C02679,06/07/2023,Organic,Tanzania,1,26
C02680,06/11/2023,Paid Ads,Rwanda,1,
C02681,05-13-2023,Organic,Uganda,1,21
C02682,06-14-2024,Email,Uganda,1,42
C02683,01-12-2024,Organic,Rwanda,1,18
C02684,2023-09-11,Organic,Rwanda,1,56
C02685,02-29-2024,Organic,Uganda,1,29
C02686,07-29-2024,Organic,Rwanda,0,57
C02687,10/05/2024,Organic,Rwanda,1,57
C02688,04/02/2023,Paid Ads,Tanzania,0,41
C02689,08-07-2024,Paid Ads,Rwanda,1,26
C02690,11-14-2023,Paid Ads,Tanzania,1,63
C02691,2023-07-13,Paid Ads,Kenya,1,37
C02692,10-18-2023,Paid Ads,Tanzania,1,22
C02693,17/03/2023,Organic,Tanzania,0,37
C02694,2023-09-04,Paid Ads,Rwanda,1,38
C02695,02-17-2024,Referral,Uganda,1,19
C02696,07/06/2023,Paid Ads,Kenya,1,38
C02697,2024-03-21,Paid Ads,Kenya,1,59
C02698,2023-01-30,Organic,Kenya,1,41
C02699,06/06/2023,Email,Uganda,1,26
C02700,04/07/2024,Email,Kenya,0,56
C02701,2024-01-02,Paid Ads,Kenya,1,47
C02702,12-19-2023,Referral,Uganda,1,35
C02703,12-26-2023,Organic,Kenya,1,61
C02704,06-22-2024,Organic,Rwanda,1,60
C02705,2024-05-19,Email,Rwanda,1,27
C02706,02-04-2023,Email,Tanzania,0,62
C02707,06-09-2024,Organic,Tanzania,1,58
C02708,2023-12-10,Organic,Tanzania,1,
C02709,03-03-2024,Organic,Rwanda,0,38
C02710,14/09/2023,Organic,Rwanda,1,39
C02711,03-13-2024,Email,Rwanda,1,34
C02712,03-05-2023,Paid Ads,Tanzania,1,22
C02713,18/06/2024,Organic,Tanzania,0,23
C02714,25/12/2023,Organic,Tanzania,1,27
C02715,04/08/2023,Organic,Tanzania,1,60
C02716,19/04/2023,Organic,Tanzania,1,19
C02717,18/05/2024,Paid Ads,Tanzania,1,24
C02718,26/11/2023,Referral,Rwanda,1,63
C02719,2023-11-12,Email,Uganda,1,21
C02720,2024-01-15,Organic,Uganda,1,54
C02721,12-03-2023,Email,Tanzania,0,36
C02722,01-11-2024,Email,Uganda,1,45
C02723,09/01/2023,Email,Uganda,1,37
C02724,07-27-2023,Paid Ads,Rwanda,0,47
C02725,05/06/2024,Organic,Tanzania,1,59
C02726,31/08/2023,Organic,Tanzania,0,55
C02727,20/02/2024,Organic,Uganda,1,19
C02728,2023-07-11,Organic,Tanzania,1,20
C02729,2023-01-03,Organic,Tanzania,1,64
C02730,05/02/2024,Paid Ads,Tanzania,1,59
C02731,09/07/2024,Email,Tanzania,1,56
C02732,28/05/2024,Paid Ads,Uganda,1,42
C02733,02-07-2023,Organic,Kenya,1,19
C02734,2023-06-08,Referral,Uganda,1,56
C02735,10-17-2023,Referral,Rwanda,1,32
C02736,11-15-2023,Email,Kenya,1,20
C02737,24/06/2024,Referral,Kenya,1,22
C02738,12/01/2023,Paid Ads,Kenya,1,57
C02739,2023-09-14,Referral,Uganda,1,53
C02740,13/08/2023,Organic,Rwanda,1,57
C02741,09-19-2023,Organic,Uganda,1,55
C02742,01-10-2023,Organic,Rwanda,1,54
C02743,03-03-2023,Organic,Uganda,1,44
C02744,2024-02-24,Organic,Uganda,0,22
C02745,2023-02-05,Paid Ads,Uganda,1,34
C02746,2024-07-19,Email,Kenya,1,55
C02747,29/01/2023,Paid Ads,Uganda,0,62
C02748,2023-12-25,Organic,Rwanda,1,58
C02749,2023-12-13,Email,Rwanda,1,29
C02750,05/11/2023,Paid Ads,Rwanda,1,59
C02751,07-14-2023,Organic,Kenya,1,48
C02752,2024-06-09,Paid Ads,Uganda,1,50
C02753,2023-04-04,Organic,Uganda,1,60
C02754,09/06/2023,Organic,Tanzania,1,46
C02755,04-30-2024,Referral,Kenya,1,55
C02756,02-20-2023,Organic,Rwanda,1,20
C02757,04-23-2024,Paid Ads,Rwanda,1,55
C02758,18/07/2023,Email,Uganda,1,58
C02759,2024-08-22,Email,Rwanda,1,57
C02760,01-20-2024,Organic,Uganda,1,47
C02761,27/02/2024,Organic,Uganda,1,64
C02762,03-05-2023,Organic,Tanzania,0,39
C02763,07-26-2023,Paid Ads,Kenya,1,55
C02764,2023-08-19,Paid Ads,Uganda,1,49
C02765,06-09-2023,Organic,Uganda,1,60
C02766,03/01/2023,Referral,Uganda,1,27
C02767,21/01/2024,Paid Ads,Tanzania,1,49
C02768,2023-08-08,Organic,Uganda,1,60
C02769,04/09/2023,Paid Ads,Kenya,1,21
C02770,2023-05-18,Paid Ads,Kenya,0,46
C02771,2024-03-18,Organic,Rwanda,1,62
C02772,31/05/2024,Organic,Kenya,0,25
C02773,03-09-2024,Email,Rwanda,1,37
C02774,2023-03-28,Paid Ads,Kenya,1,64
C02775,2024-02-22,Paid Ads,Rwanda,0,24
C02776,03-26-2023,Paid Ads,Uganda,1,18
C02777,04-10-2024,Organic,Tanzania,0,42
C02778,11-01-2023,Organic,Tanzania,1,43
C02779,23/02/2024,Paid Ads,Tanzania,1,26
C02780,04/06/2023,Organic,Uganda,1,40
C02781,07-23-2023,Organic,Tanzania,1,57
C02782,31/05/2024,Email,Kenya,1,19
C02783,07-12-2023,Referral,Rwanda,1,43
C02784,05/07/2023,Email,Uganda,1,31
C02785,2023-04-17,Email,Tanzania,1,61
C02786,04-02-2023,Organic,Kenya,1,48
C02787,2024-07-13,Referral,Kenya,1,43
C02788,08/08/2023,Organic,Uganda,1,36
C02789,2023-06-11,Referral,Uganda,1,55
C02790,2023-05-22,Referral,Tanzania,1,22
C02791,06-20-2024,Email,Rwanda,0,23
C02792,15/04/2023,Referral,Tanzania,1,52
C02793,2024-05-26,Paid Ads,Tanzania,1,33
C02794,05-16-2024,Organic,Uganda,1,48
C02795,2023-04-05,Paid Ads,Tanzania,0,35
C02796,2023-07-18,Paid Ads,Tanzania,1,31
C02797,25/02/2024,Organic,Rwanda,1,42
C02798,08-04-2024,Paid Ads,Kenya,1,32
C02799,09-23-2023,Referral,Kenya,1,43
C02800,2023-01-11,Organic,Rwanda,1,53
C02801,04/08/2024,Email,Kenya,0,28
C02802,28/06/2024,Referral,Tanzania,0,54
C02803,12/05/2023,Referral,Rwanda,1,58
C02804,2023-11-23,Referral,Rwanda,1,54
C02805,22/02/2024,Paid Ads,Uganda,0,24
C02806,2024-01-16,Referral,Kenya,1,35
C02807,07-05-2023,Email,Uganda,1,37
C02808,2024-02-05,Organic,Tanzania,1,19
C02809,2024-03-27,Paid Ads,Rwanda,1,43
C02810,26/10/2023,Email,Tanzania,1,40
C02811,08-09-2023,Organic,Kenya,0,49
C02812,20/05/2023,Paid Ads,Uganda,1,30
C02813,2023-08-14,Paid Ads,Kenya,1,30
C02814,05-10-2024,Organic,Tanzania,1,34
C02815,01-07-2023,Paid Ads,Uganda,1,42
C02816,14/07/2023,Email,Kenya,1,39
C02817,2024-07-18,Paid Ads,Tanzania,1,44
C02818,2023-10-22,Organic,Kenya,1,34
C02819,03/01/2023,Organic,Rwanda,0,43
C02820,2023-04-08,Organic,Uganda,1,55
C02821,08-04-2024,Referral,Uganda,0,31
C02822,12/11/2023,Organic,Uganda,1,31
C02823,06-17-2024,Paid Ads,Rwanda,1,29
C02824,09-30-2023,Organic,Uganda,1,22
C02825,03-10-2023,Organic,Rwanda,1,54
C02826,13/06/2023,Email,Uganda,1,21
C02827,2023-03-09,Email,Kenya,1,46
C02828,02/05/2024,Organic,Kenya,1,42
C02829,2024-06-21,Paid Ads,Kenya,1,62
C02830,11/12/2023,Organic,Kenya,1,21
C02831,2024-03-25,Paid Ads,Rwanda,1,33
C02832,2024-08-23,Paid Ads,Tanzania,1,19
C02833,09-28-2023,Organic,Tanzania,1,40
C02834,09/04/2023,Organic,Kenya,1,21
C02835,2023-04-09,Organic,Tanzania,1,37
C02836,12-11-2023,Referral,Tanzania,1,34
C02837,2024-02-27,Referral,Uganda,1,23
C02838,2023-11-30,Organic,Rwanda,1,35
C02839,04-03-2023,Email,Kenya,1,37
C02840,2024-08-20,Organic,Tanzania,1,56
C02841,09-09-2023,Organic,Tanzania,0,62
C02842,04-23-2023,Email,Kenya,1,58
C02843,2023-09-20,Referral,Uganda,0,51
C02844,04/02/2023,Referral,Kenya,1,57
C02845,2023-08-23,Paid Ads,Uganda,0,63
C02846,2023-10-04,Organic,Tanzania,1,41
C02847,04/11/2023,Email,Rwanda,1,35
C02848,09/12/2023,Organic,Uganda,1,47
C02849,08-06-2024,Paid Ads,Uganda,1,18
C02850,2024-04-07,Organic,Kenya,0,40
C02851,06-06-2023,Paid Ads,Tanzania,1,46
C02852,06-17-2024,Organic,Rwanda,0,58
C02853,2023-11-18,Organic,Kenya,1,58
C02854,05-23-2024,Referral,Kenya,1,49
C02855,01/06/2024,Organic,Rwanda,1,19
C02856,05-17-2024,Paid Ads,Tanzania,0,
C02857,2023-12-20,Organic,Rwanda,1,53
C02858,07/05/2024,Organic,Kenya,1,62
C02859,07-26-2024,Organic,Kenya,1,34
C02860,2023-12-17,Organic,Uganda,1,60
C02861,08-01-2024,Email,Rwanda,0,19
C02862,2023-01-20,Organic,Rwanda,1,21
C02863,06-15-2023,Referral,Rwanda,1,61
C02864,21/06/2024,Paid Ads,Kenya,1,51
C02865,26/04/2023,Paid Ads,Tanzania,1,18
C02866,13/07/2023,Paid Ads,Kenya,1,40
C02867,11-07-2023,Paid Ads,Uganda,1,23
C02868,24/04/2024,Email,Kenya,1,33
C02869,05-26-2023,Organic,Kenya,1,19
C02870,15/08/2023,Organic,Kenya,1,63
C02871,21/05/2024,Email,Uganda,1,29
C02872,10-06-2023,Referral,Rwanda,0,44
C02873,01-27-2024,Email,Tanzania,0,36
C02874,08-13-2023,Paid Ads,Tanzania,1,45
C02875,08/04/2023,Email,Uganda,1,52
C02876,2023-03-05,Paid Ads,Rwanda,1,60
C02877,02-05-2023,Paid Ads,Rwanda,1,21
C02878,2024-06-22,Organic,Uganda,1,24
C02879,2023-11-15,Paid Ads,Kenya,1,54
C02880,11-19-2023,Organic,Rwanda,1,42
C02881,2024-05-13,Organic,Tanzania,1,58
C02882,04-25-2024,Email,Uganda,0,34
C02883,2024-06-24,Organic,Tanzania,1,58
C02884,2023-11-10,Organic,Kenya,1,31
C02885,07/12/2023,Organic,Uganda,1,54
C02886,2023-01-26,Referral,Tanzania,1,19
C02887,2023-06-30,Paid Ads,Tanzania,1,41
C02888,2023-01-05,Paid Ads,Kenya,1,32
C02889,09-07-2023,Email,Uganda,1,
C02890,29/03/2024,Email,Rwanda,1,50
C02891,02/01/2023,Organic,Rwanda,1,29
C02892,2024-02-20,Paid Ads,Tanzania,1,36
C02893,21/01/2024,Email,Kenya,0,64
C02894,04-18-2024,Paid Ads,Tanzania,1,22
C02895,2023-05-10,Organic,Kenya,1,18
C02896,10-11-2023,Email,Rwanda,1,60
C02897,2024-06-04,Paid Ads,Tanzania,1,26
C02898,2023-11-17,Organic,Tanzania,0,56
C02899,09/04/2024,Paid Ads,Kenya,1,51
C02900,2023-10-17,Organic,Uganda,1,46
C02901,24/04/2023,Organic,Kenya,1,
C02902,10-28-2023,Email,Uganda,1,
C02903,02/07/2023,Organic,Rwanda,0,63
C02904,13/12/2023,Paid Ads,Tanzania,1,19
C02905,2024-08-01,Paid Ads,Tanzania,1,36
C02906,2023-04-05,Organic,Kenya,0,45
C02907,08-21-2024,Referral,Kenya,1,52
C02908,10-16-2023,Organic,Rwanda,1,57
C02909,04-21-2024,Organic,Rwanda,1,
C02910,2023-05-14,Organic,Uganda,1,39
C02911,05-25-2024,Organic,Rwanda,1,21
C02912,01-03-2023,Organic,Rwanda,1,25
C02913,2023-06-13,Email,Rwanda,1,18
C02914,31/05/2023,Referral,Rwanda,0,53
C02915,03-30-2023,Organic,Uganda,1,24
C02916,11/03/2023,Paid Ads,Rwanda,1,42
C02917,2023-05-03,Email,Uganda,1,46
C02918,09-15-2023,Email,Kenya,0,18
C02919,07-22-2023,Paid Ads,Tanzania,1,35
C02920,2024-03-07,Organic,Kenya,0,21
C02921,14/09/2023,Organic,Rwanda,1,37
C02922,06-18-2024,Email,Tanzania,0,63
C02923,02-18-2023,Email,Rwanda,1,25
C02924,07-23-2023,Organic,Rwanda,1,44
C02925,2023-07-12,Organic,Kenya,1,56
C02926,02-13-2023,Referral,Rwanda,1,52
C02927,15/02/2023,Email,Kenya,1,42
C02928,12-10-2023,Referral,Rwanda,1,31
C02929,22/02/2024,Email,Uganda,1,61
C02930,03-09-2023,Organic,Tanzania,0,64
C02931,16/07/2024,Paid Ads,Kenya,1,57
C02932,11-22-2023,Paid Ads,Kenya,1,48
C02933,05-24-2023,Organic,Tanzania,1,22
C02934,2023-04-28,Paid Ads,Kenya,1,34
C02935,09/05/2024,Email,Tanzania,0,27
C02936,2024-06-28,Organic,Uganda,1,60
C02937,06-25-2023,Email,Rwanda,1,33
C02938,2024-03-25,Paid Ads,Uganda,1,
C02939,26/12/2023,Referral,Rwanda,0,21
C02940,2024-01-04,Organic,Tanzania,0,22
C02941,10-30-2023,Organic,Uganda,1,59
C02942,01-10-2024,Paid Ads,Rwanda,1,63
C02943,18/02/2024,Organic,Tanzania,1,58
C02944,05-29-2023,Email,Rwanda,1,37
C02945,2023-10-13,Email,Kenya,1,23
C02946,01-15-2024,Organic,Kenya,1,28
C02947,23/11/2023,Paid Ads,Tanzania,1,34
C02948,03-24-2023,Paid Ads,Rwanda,1,58
C02949,2024-07-04,Organic,Kenya,1,20
C02950,01/03/2023,Referral,Uganda,1,33
C02951,2023-07-30,Email,Rwanda,1,53
C02952,17/06/2024,Paid Ads,Rwanda,1,43
C02953,06/05/2024,Email,Kenya,1,41
C02954,2024-04-17,Paid Ads,Kenya,1,64
C02955,07-24-2023,Referral,Tanzania,0,51
C02956,2024-04-15,Paid Ads,Rwanda,1,37
C02957,01-25-2024,Email,Uganda,1,34
C02958,13/02/2023,Email,Kenya,0,37
C02959,05/03/2024,Organic,Rwanda,1,33
C02960,04-27-2023,Email,Kenya,0,21
C02961,2024-07-21,Organic,Tanzania,1,35
C02962,04/02/2023,Organic,Rwanda,1,53
C02963,07-25-2024,Organic,Rwanda,1,52
C02964,2024-08-16,Referral,Tanzania,1,47
C02965,08-14-2024,Email,Uganda,1,35
C02966,14/05/2023,Email,Kenya,1,38
C02967,02-12-2023,Email,Tanzania,0,49
C02968,10/07/2023,Paid Ads,Rwanda,1,22
C02969,12-25-2023,Referral,Tanzania,1,58
C02970,13/07/2023,Paid Ads,Rwanda,1,40
C02971,05/03/2024,Organic,Tanzania,1,47
C02972,05-29-2023,Organic,Uganda,1,44
C02973,28/08/2023,Email,Rwanda,1,32
C02974,28/10/2023,Email,Tanzania,1,58
C02975,2023-10-03,Organic,Uganda,1,31
C02976,28/05/2023,Organic,Uganda,1,38
C02977,03/02/2024,Email,Kenya,1,51
C02978,2023-08-06,Organic,Rwanda,1,43
C02979,03-13-2023,Email,Kenya,1,42
C02980,2023-11-18,Referral,Uganda,1,62
C02981,15/05/2024,Paid Ads,Kenya,1,48
C02982,08-17-2024,Organic,Kenya,1,
C02983,2024-07-23,Email,Tanzania,1,23
C02984,2024-02-10,Email,Kenya,1,
C02985,07-12-2024,Paid Ads,Uganda,1,21
C02986,05/09/2023,Referral,Kenya,1,41
C02987,05/04/2023,Organic,Rwanda,1,59
C02988,2024-02-22,Paid Ads,Tanzania,0,48
C02989,10/10/2023,Email,Uganda,1,36
C02990,12/10/2023,Email,Kenya,1,28
C02991,2023-07-07,Organic,Rwanda,1,46
C02992,2023-01-24,Email,Uganda,0,22
C02993,08/03/2023,Paid Ads,Kenya,1,35
C02994,18/06/2024,Organic,Tanzania,1,20
C02995,2023-12-19,Organic,Kenya,1,57
C02996,2023-05-04,Email,Uganda,1,28
C02997,01/10/2023,Organic,Uganda,1,38
C02998,29/09/2023,Organic,Uganda,1,47
C02999,08/10/2023,Organic,Rwanda,1,36
C03000,16/02/2023,Email,Kenya,0,42
C03001,2023-03-03,Paid Ads,Kenya,1,52
C03002,02-19-2023,Email,Kenya,1,29
C03003,06/07/2024,Organic,Tanzania,1,64
C03004,19/04/2023,Paid Ads,Rwanda,1,43
C03005,2023-03-27,Paid Ads,Rwanda,0,
C03006,2024-05-28,Email,Tanzania,1,22
C03007,2023-07-14,Referral,Rwanda,1,36
C03008,24/01/2023,Organic,Tanzania,0,44
C03009,01/01/2023,Paid Ads,Uganda,1,55
C03010,02/06/2023,Organic,Uganda,1,46
C03011,2024-05-23,Paid Ads,Rwanda,1,29
C03012,04-18-2024,Organic,Uganda,0,36
C03013,04-26-2023,Organic,Uganda,0,26
C03014,2023-04-13,Organic,Uganda,1,35
C03015,29/04/2023,Paid Ads,Kenya,1,46
C03016,2023-02-04,Organic,Uganda,0,20
C03017,08-11-2024,Email,Kenya,1,40
C03018,12/08/2024,Paid Ads,Tanzania,0,47
C03019,05/10/2023,Organic,Tanzania,1,63
C03020,18/02/2024,Email,Tanzania,1,41
C03021,2023-12-28,Organic,Tanzania,1,54
C03022,13/02/2024,Paid Ads,Tanzania,1,54
C03023,2023-06-06,Paid Ads,Uganda,1,21
C03024,2024-01-05,Organic,Uganda,0,45
C03025,2024-04-19,Organic,Uganda,1,33
C03026,01-05-2024,Organic,Tanzania,0,30
C03027,11/07/2024,Referral,Tanzania,1,25
C03028,01-13-2024,Paid Ads,Kenya,1,
C03029,13/01/2024,Paid Ads,Rwanda,0,42
C03030,06-10-2023,Paid Ads,Uganda,1,19
C03031,05-20-2023,Organic,Rwanda,1,47
C03032,04-07-2023,Paid Ads,Tanzania,1,57
C03033,03-16-2024,Email,Tanzania,1,20
C03034,2023-05-21,Organic,Tanzania,1,40
C03035,12-25-2023,Organic,Rwanda,0,46
C03036,2024-06-24,Organic,Kenya,0,58
C03037,2023-05-10,Paid Ads,Tanzania,1,47
C03038,02/06/2024,Referral,Kenya,1,28
C03039,2023-10-28,Organic,Kenya,1,38
C03040,06-19-2024,Paid Ads,Uganda,1,44
C03041,05-23-2023,Organic,Rwanda,1,41
C03042,16/05/2023,Referral,Tanzania,0,48
C03043,2023-08-01,Organic,Kenya,1,47
C03044,2023-07-19,Paid Ads,Rwanda,1,18
C03045,31/01/2023,Email,Rwanda,0,18
C03046,04-26-2024,Email,Tanzania,1,25
C03047,21/07/2023,Paid Ads,Uganda,0,
C03048,2023-09-18,Organic,Uganda,1,59
C03049,2023-09-19,Organic,Kenya,1,51
C03050,15/04/2023,Organic,Uganda,0,33
C03051,27/05/2024,Organic,Uganda,1,44
C03052,03-29-2023,Paid Ads,Uganda,0,21
C03053,24/06/2023,Organic,Rwanda,0,36
C03054,2023-09-15,Organic,Tanzania,1,46
C03055,04-02-2023,Paid Ads,Rwanda,1,58
C03056,06-23-2023,Referral,Rwanda,1,20
C03057,10-17-2023,Paid Ads,Tanzania,0,28
C03058,2023-02-25,Organic,Rwanda,1,25
C03059,09-20-2023,Organic,Kenya,1,56
C03060,2024-03-14,Referral,Kenya,1,50
C03061,2024-01-05,Organic,Rwanda,1,25
C03062,26/02/2023,Organic,Uganda,0,42
C03063,20/04/2024,Paid Ads,Rwanda,0,41
C03064,08/08/2023,Paid Ads,Uganda,0,43
C03065,12-23-2023,Paid Ads,Rwanda,1,43
C03066,09-15-2023,Organic,Kenya,1,34
C03067,2023-06-30,Organic,Uganda,1,44
C03068,01-17-2023,Referral,Kenya,1,46
C03069,10-09-2023,Organic,Rwanda,1,60
C03070,2024-08-20,Paid Ads,Tanzania,0,56
C03071,10/08/2023,Email,Uganda,0,26
C03072,16/09/2023,Paid Ads,Uganda,0,31
C03073,10/02/2023,Organic,Rwanda,0,22
C03074,12/10/2023,Organic,Rwanda,0,47
C03075,09-12-2023,Paid Ads,Uganda,1,45
C03076,15/02/2024,Email,Tanzania,0,62
C03077,08-19-2023,Referral,Rwanda,1,54
C03078,2023-12-25,Organic,Rwanda,1,25
C03079,16/04/2023,Organic,Rwanda,1,32
C03080,08-18-2023,Referral,Tanzania,1,45
C03081,2023-02-22,Email,Uganda,1,53
C03082,2024-02-10,Email,Kenya,1,50
C03083,2023-05-19,Organic,Rwanda,1,23
C03084,05-06-2024,Paid Ads,Tanzania,0,29
C03085,01-15-2024,Email,Uganda,0,24
C03086,2023-09-22,Paid Ads,Uganda,1,62
C03087,2023-05-09,Paid Ads,Tanzania,1,45
C03088,05/11/2023,Organic,Rwanda,1,24
C03089,2024-01-07,Paid Ads,Kenya,1,58
C03090,2023-03-01,Organic,Rwanda,1,18
C03091,2023-07-20,Paid Ads,Uganda,0,41
C03092,20/06/2024,Referral,Kenya,1,62
C03093,2023-12-12,Organic,Rwanda,1,36
C03094,08-24-2023,Email,Kenya,1,49
C03095,01-31-2023,Organic,Tanzania,1,47
C03096,2023-12-17,Paid Ads,Rwanda,1,18
C03097,13/04/2023,Referral,Uganda,1,49
C03098,09-28-2023,Organic,Uganda,0,37
C03099,02-10-2023,Organic,Kenya,1,38
C03100,12-07-2023,Paid Ads,Tanzania,1,36
C03101,07/10/2023,Organic,Rwanda,1,47
C03102,2023-08-11,Email,Tanzania,1,45
C03103,09/07/2023,Referral,Tanzania,1,49
C03104,2024-02-25,Paid Ads,Kenya,1,47
C03105,24/05/2024,Organic,Kenya,1,40
C03106,18/10/2023,Paid Ads,Rwanda,1,44
C03107,11/01/2024,Email,Uganda,1,54
C03108,2023-06-08,Organic,Rwanda,1,43
C03109,28/05/2023,Paid Ads,Tanzania,1,20
C03110,08-01-2023,Paid Ads,Kenya,1,48
C03111,07-23-2024,Paid Ads,Tanzania,1,19
C03112,2024-07-27,Organic,Kenya,1,27
C03113,2024-05-08,Email,Uganda,1,55
C03114,19/07/2024,Organic,Tanzania,1,36
C03115,2024-07-18,Organic,Kenya,1,48
C03116,2023-09-23,Email,Rwanda,1,46
C03117,2023-02-07,Email,Rwanda,1,42
C03118,04-11-2023,Organic,Rwanda,0,49
C03119,2023-04-19,Organic,Tanzania,1,34
C03120,2024-07-20,Organic,Kenya,0,62
C03121,2023-10-29,Organic,Kenya,0,40
C03122,08-10-2023,Organic,Kenya,0,35
C03123,02-10-2023,Organic,Tanzania,1,28
C03124,2024-02-29,Paid Ads,Kenya,1,37
C03125,2023-10-06,Email,Uganda,1,30
C03126,09-18-2023,Paid Ads,Tanzania,1,41
C03127,10-31-2023,Paid Ads,Uganda,1,60
C03128,03-10-2024,Organic,Uganda,0,37
C03129,19/11/2023,Referral,Rwanda,1,59
C03130,02-09-2023,Email,Tanzania,1,45
C03131,05/10/2023,Email,Kenya,1,52
C03132,08-08-2024,Email,Uganda,1,38
C03133,03-31-2024,Referral,Tanzania,1,23
C03134,07-12-2023,Paid Ads,Kenya,1,24
C03135,04-11-2023,Organic,Rwanda,1,46
C03136,03-27-2023,Paid Ads,Tanzania,1,40
C03137,20/09/2023,Email,Tanzania,0,22
C03138,01/01/2023,Email,Tanzania,0,39
C03139,2023-03-14,Paid Ads,Kenya,1,26
C03140,2023-04-05,Organic,Uganda,0,49
C03141,11/05/2023,Organic,Uganda,1,27
C03142,09-10-2023,Referral,Tanzania,1,63
C03143,08-20-2024,Paid Ads,Tanzania,1,60
C03144,2024-05-12,Paid Ads,Kenya,1,45
C03145,2023-04-19,Organic,Rwanda,1,28
C03146,04-22-2024,Organic,Tanzania,1,24
C03147,01-04-2024,Email,Tanzania,1,47
C03148,07/05/2024,Paid Ads,Rwanda,1,60
C03149,2024-03-09,Email,Tanzania,1,62
C03150,03-25-2024,Paid Ads,Uganda,1,55
C03151,07/07/2024,Paid Ads,Tanzania,1,51
C03152,06-27-2023,Organic,Uganda,0,63
C03153,07/11/2023,Email,Kenya,1,45
C03154,30/07/2023,Paid Ads,Kenya,1,49
C03155,2024-05-27,Paid Ads,Uganda,1,33
C03156,15/01/2024,Paid Ads,Uganda,1,56
C03157,01-14-2023,Referral,Rwanda,1,18
C03158,27/10/2023,Organic,Uganda,1,51
C03159,06/10/2023,Email,Uganda,1,58
C03160,09-16-2023,Organic,Tanzania,1,40
C03161,02-25-2024,Paid Ads,Rwanda,1,37
C03162,2023-10-10,Organic,Uganda,1,35
C03163,05-24-2024,Organic,Uganda,0,35
C03164,2023-07-08,Paid Ads,Uganda,1,59
C03165,2024-01-15,Organic,Tanzania,1,57
C03166,07/08/2024,Paid Ads,Tanzania,1,38
C03167,12-05-2023,Referral,Tanzania,0,25
C03168,2024-05-19,Organic,Kenya,1,51
C03169,08-24-2023,Email,Tanzania,1,28
C03170,09/02/2023,Paid Ads,Uganda,1,60
