order_id,customer_id,order_date,order_value,discount,order_status
O013307,C02876,2024-04-23,182.47,,Completed
O013308,C06892,22-04-2023,61.6,10,Completed
O013309,C02164,2023-12-21,403.88,5,Completed
O013310,C02839,2024-05-22,277.81,0,Returned
O013311,C03461,24-02-2024,375.03,0,Completed
O013312,C07253,2024-05-10,244.96,20,Completed
O013313,C07800,2024-05-18,280.34,0,Completed
O013314,C09364,11-01-2024,359.05,0,Completed
O013315,C00555,2023-03-20,131.0,0,Completed
O013316,C07926,14-05-2024,425.05,10,Completed
O013317,C04009,13-07-2023,216.26,0,Completed
O013318,C04602,2023-09-12,357.16,0,Completed
O013319,C01817,2024-03-18,169.78,20,Completed
O013320,C07540,2023-08-23,354.21,,Completed
O013321,C00189,10-02-2023,31.33,,Completed
O013322,C01441,20-12-2023,465.34,0,Completed
O013323,C01221,20-07-2023,395.58,,Completed
O013324,C02598,2023-08-17,335.75,0,Completed
O013325,C06668,25-04-2023,168.7,,Returned
O013326,C02908,24-12-2023,422.87,0,Completed
O013327,C05684,13-08-2023,386.17,0,Completed
O013328,C01716,14-05-2023,232.01,10,Cancelled
O013329,C07810,2023-08-01,106.75,5,Completed
O013330,C06111,2023-10-28,96.0,0,Completed
O013331,C00612,09-08-2023,249.22,0,Completed
O013332,C00284,08-04-2024,393.87,,Completed
O013333,C02671,2024-01-10,360.09,20,Completed
O013334,C09820,2024-02-28,251.85,0,Completed
O013335,C01612,25-08-2023,110.17,10,Cancelled
O013336,C08909,2023-10-03,127.22,0,Completed
O013337,C08874,17-11-2023,38.24,,Completed
O013338,C07165,2023-08-30,96.63,0,Completed
O013339,C07631,2023-08-04,16.25,0,Completed
O013340,C04257,2024-05-12,340.5,10,Completed
O013341,C04270,2023-03-27,298.24,0,Completed
O013342,C01523,2023-06-27,494.1,20,Completed
O013343,C09552,2023-11-29,383.76,0,Completed
O013344,C02074,2024-06-10,130.66,20,Completed
O013345,C01790,2023-11-21,356.87,0,Completed
O013346,C03371,2023-06-27,15.96,0,Completed
O013347,C02485,19-03-2023,493.22,5,Completed
O013348,C06903,2023-09-10,311.07,10,Completed
O013349,C02059,20-09-2023,68.64,5,Completed
O013350,C07406,11-02-2023,254.27,,Returned
O013351,C02667,10-11-2023,470.9,10,Completed
O013352,C01434,2023-02-17,426.35,0,Returned
O013353,C03385,2023-12-04,156.47,0,Completed
O013354,C00523,2023-09-17,204.11,0,Completed
O013355,C01694,18-05-2024,428.24,10,Completed
O013356,C04184,12-03-2023,451.01,20,Completed
O013357,C09348,25-02-2024,458.15,20,Completed
O013358,C00598,2023-05-03,474.47,0,Completed
O013359,C09838,2023-11-17,255.27,10,Completed
O013360,C07496,14-05-2023,432.14,0,Completed
O013361,C02337,05-09-2023,180.02,,Completed
O013362,C06218,19-02-2023,420.67,0,Completed
O013363,C07684,2024-03-09,180.26,0,Completed
O013364,C01715,2023-04-18,308.08,,Completed
O013365,C03177,2023-11-09,239.55,0,Completed
O013366,C08395,2023-10-18,447.54,0,Completed
O013367,C02899,2023-04-11,42.6,5,Completed
O013368,C01265,2023-03-23,474.91,0,Completed
O013369,C06944,15-05-2023,236.43,10,Completed
O013370,C06851,2023-06-04,245.88,0,Completed
O013371,C09430,28-03-2023,415.63,0,Completed
O013372,C01555,2023-11-28,336.43,0,Completed
O013373,C07380,2023-11-22,477.32,,Completed
O013374,C08245,05-09-2023,277.84,0,Completed
O013375,C00672,2024-04-07,283.74,10,Completed
O013376,C08883,24-06-2023,486.13,0,Completed
O013377,C08275,2023-05-05,463.96,10,Completed
O013378,C03569,2023-04-04,112.26,0,Completed
O013379,C01452,2024-01-08,160.4,10,Completed
O013380,C05314,09-12-2023,316.42,,Completed
O013381,C05238,2023-08-09,470.29,0,Cancelled
O013382,C06979,21-03-2023,286.04,0,Completed
O013383,C07039,2024-05-09,369.08,10,Completed
O013384,C06044,16-03-2023,56.06,10,Completed
O013385,C07139,16-05-2024,266.09,10,Returned
O013386,C09368,26-04-2024,82.32,10,Completed
O013387,C01080,2023-02-03,137.71,0,Completed
O013388,C07986,2023-06-16,91.49,,Completed
O013389,C09475,2023-10-30,91.3,20,Completed
O013390,C00535,09-03-2024,495.94,0,Completed
O013391,C07762,17-05-2024,156.14,0,Completed
O013392,C04667,2023-06-28,287.09,,Completed
O013393,C04674,19-05-2024,19.84,0,Completed
O013394,C02163,2023-04-28,405.13,10,Completed
O013395,C03999,2023-06-30,343.31,5,Completed
O013396,C06618,2023-10-05,122.1,10,Cancelled
O013397,C07502,10-04-2024,27.67,5,Cancelled
O013398,C03693,28-03-2024,144.54,0,Completed
O013399,C07477,2023-12-01,318.0,5,Completed
O013400,C04060,26-03-2023,17.45,5,Completed
O013401,C08523,23-10-2023,46.93,0,Cancelled
O013402,C05664,23-01-2024,210.58,0,Completed
O013403,C01528,08-05-2024,96.24,5,Completed
O013404,C07052,27-02-2024,319.59,10,Cancelled
O013405,C00574,2023-08-14,95.58,5,Completed
O013406,C06147,19-09-2023,496.87,0,Completed
O013407,C07551,02-10-2023,223.55,0,Completed
O013408,C03696,2023-10-26,82.68,0,Completed
O013409,C00524,18-05-2023,46.18,0,Cancelled
O013410,C09364,2024-05-11,216.07,0,Completed
O013411,C09614,27-02-2023,406.46,0,Completed
O013412,C02217,07-06-2024,225.03,,Completed
O013413,C06337,2023-10-05,79.13,0,Completed
O013414,C09044,24-11-2023,249.47,0,Completed
O013415,C05480,2023-11-13,175.31,5,Returned
O013416,C07711,2024-03-17,255.92,5,Completed
O013417,C09372,2023-07-31,201.66,10,Cancelled
O013418,C03596,2023-08-22,327.47,0,Completed
O013419,C04368,14-10-2023,403.78,0,Completed
O013420,C05857,2023-05-11,444.36,0,Completed
O013421,C05002,22-02-2024,373.23,5,Completed
O013422,C00738,2024-03-18,183.96,5,Cancelled
O013423,C02819,08-06-2024,229.74,10,Completed
O013424,C05343,03-11-2023,324.47,0,Cancelled
O013425,C02164,08-07-2023,117.72,0,Completed
O013426,C03077,28-03-2023,353.86,,Completed
O013427,C06917,03-05-2024,328.4,0,Cancelled
O013428,C08719,2023-02-02,331.68,0,Completed
O013429,C00449,2023-05-23,173.33,5,Completed
O013430,C07435,12-12-2023,304.77,0,Completed
O013431,C06874,2023-12-09,106.89,0,Completed
O013432,C06698,01-09-2023,102.95,0,Completed
O013433,C04162,23-05-2023,386.58,20,Returned
O013434,C07997,2023-02-11,195.98,10,Completed
O013435,C08078,2024-05-21,276.85,0,Cancelled
O013436,C00120,06-11-2023,153.44,0,Completed
O013437,C04485,2023-11-15,125.57,,Completed
O013438,C02848,2024-02-07,392.13,10,Completed
O013439,C01791,15-09-2023,399.15,0,Completed
O013440,C03018,21-06-2023,419.78,0,Cancelled
O013441,C00351,2024-02-21,428.68,0,Completed
O013442,C05458,25-08-2023,211.58,0,Completed
O013443,C09745,2023-02-22,406.39,0,Completed
O013444,C02251,2023-09-19,179.51,0,Completed
O013445,C05061,26-08-2023,35.73,5,Completed
O013446,C06584,2023-10-16,347.78,,Completed
O013447,C03238,2024-05-17,107.49,,Completed
O013448,C06523,2023-04-11,231.22,20,Completed
O013449,C08240,23-05-2023,90.3,10,Completed
O013450,C05848,07-02-2023,201.85,0,Cancelled
O013451,C05395,2023-06-17,443.58,0,Completed
O013452,C01893,2023-08-05,310.44,0,Completed
O013453,C00898,2023-09-13,82.59,0,Completed
O013454,C01739,2023-03-09,365.5,0,Returned
O013455,C09161,2023-04-22,425.44,0,Returned
O013456,C04107,2023-12-10,91.53,0,Completed
O013457,C02504,20-02-2023,374.61,,Completed
O013458,C06061,2024-01-01,279.07,5,Completed
O013459,C05151,17-05-2023,306.09,5,Completed
O013460,C06747,18-05-2023,470.12,0,Returned
O013461,C09663,2023-09-19,27.91,,Completed
O013462,C03500,2023-04-25,323.01,0,Completed
O013463,C02562,10-10-2023,49.93,,Completed
O013464,C04495,2023-10-13,396.9,0,Cancelled
O013465,C03604,19-12-2023,449.11,,Completed
O013466,C00387,30-03-2024,52.4,5,Cancelled
O013467,C06762,2023-04-08,22.66,0,Completed
O013468,C07975,18-07-2023,478.28,10,Completed
O013469,C05450,17-03-2023,464.0,0,Completed
O013470,C08330,2023-11-10,462.64,10,Completed
O013471,C03752,2024-04-16,470.45,0,Completed
O013472,C02701,2024-03-27,255.05,0,Completed
O013473,C05845,2023-11-14,488.68,0,Completed
O013474,C08492,26-09-2023,447.23,0,Cancelled
O013475,C00032,2024-06-14,57.85,10,Completed
O013476,C02505,2023-04-25,408.23,0,Completed
O013477,C08734,10-06-2023,359.1,5,Completed
O013478,C03457,12-05-2023,75.71,0,Completed
O013479,C00547,01-06-2023,371.58,0,Returned
O013480,C00984,23-04-2024,247.61,,Completed
O013481,C04141,2023-12-16,428.37,0,Cancelled
O013482,C08572,2023-05-22,411.21,10,Cancelled
O013483,C00497,2024-01-22,471.74,5,Completed
O013484,C01916,22-09-2023,46.89,10,Completed
O013485,C05055,15-07-2023,358.02,5,Completed
O013486,C07727,05-11-2023,194.77,0,Completed
O013487,C08377,16-04-2023,390.24,5,Completed
O013488,C00489,31-12-2023,305.26,5,Completed
O013489,C01721,20-10-2023,252.83,0,Completed
O013490,C06779,2024-06-10,12.07,5,Completed
O013491,C00171,04-04-2024,307.51,0,Completed
O013492,C08592,24-12-2023,215.99,5,Cancelled
O013493,C08431,01-12-2023,172.94,5,Completed
O013494,C01341,2023-12-23,494.5,10,Completed
O013495,C08083,2023-06-07,353.18,5,Completed
O013496,C04416,2024-04-03,274.54,5,Completed
O013497,C06621,13-09-2023,435.67,10,Completed
O013498,C09541,26-08-2023,121.28,0,Completed
O013499,C07923,13-02-2024,313.75,0,Completed
O013500,C04855,2023-06-14,431.85,0,Completed
O013501,C02090,2024-01-25,70.56,0,Completed
O013502,C00234,2024-02-22,125.68,10,Completed
O013503,C00556,18-05-2024,50.49,10,Completed
O013504,C04772,24-03-2023,496.3,,Cancelled
O013505,C03734,08-05-2023,294.65,5,Completed
O013506,C03276,09-03-2023,249.85,0,Completed
O013507,C05004,22-10-2023,175.83,,Completed
O013508,C08995,20-05-2024,230.23,,Completed
O013509,C07474,2023-09-24,390.17,5,Completed
O013510,C04947,2023-02-08,459.19,10,Cancelled
O013511,C00997,04-08-2023,61.42,0,Completed
O013512,C00846,2023-11-19,156.82,5,Cancelled
O013513,C06654,2024-06-09,102.67,0,Completed
O013514,C01320,2024-05-24,223.39,10,Completed
O013515,C04118,11-03-2024,269.94,20,Completed
O013516,C09903,2023-03-11,363.43,0,Completed
O013517,C05104,2024-02-10,439.07,0,Completed
O013518,C08434,2023-05-11,275.64,0,Completed
O013519,C02891,2024-03-08,249.5,20,Completed
O013520,C02626,2024-05-21,292.12,0,Completed
O013521,C05514,25-01-2024,445.32,,Completed
O013522,C08645,2024-03-22,327.79,5,Completed
O013523,C01630,01-02-2024,395.81,0,Completed
O013524,C03313,05-09-2023,362.55,0,Completed
O013525,C07137,2024-01-23,462.52,0,Completed
O013526,C04718,07-05-2024,410.3,5,Completed
O013527,C00559,20-06-2023,177.19,10,Completed
O013528,C08071,2023-04-15,428.64,5,Completed
O013529,C01069,24-03-2023,239.05,0,Completed
O013530,C08037,21-07-2023,425.14,5,Completed
O013531,C09453,04-06-2024,453.82,10,Completed
O013532,C05899,18-02-2023,345.78,20,Completed
O013533,C04603,2023-10-01,362.25,10,Cancelled
O013534,C07811,13-07-2023,79.14,0,Cancelled
O013535,C07997,2023-07-01,168.68,,Cancelled
O013536,C00450,04-06-2024,283.29,10,Completed
O013537,C03640,2024-01-30,11.72,10,Completed
O013538,C01914,06-09-2023,425.17,20,Completed
O013539,C04634,30-03-2024,191.04,10,Cancelled
O013540,C05974,25-03-2023,364.47,5,Completed
O013541,C07925,27-10-2023,386.96,0,Completed
O013542,C05329,2023-03-03,278.56,10,Completed
O013543,C05410,2023-08-12,397.21,0,Completed
O013544,C02546,2023-11-25,344.38,,Completed
O013545,C07887,2024-05-27,186.32,0,Completed
O013546,C04812,11-02-2023,409.92,10,Returned
O013547,C05328,2023-10-21,321.67,0,Completed
O013548,C03462,05-11-2023,88.5,0,Completed
O013549,C07534,09-02-2024,388.68,0,Completed
O013550,C01460,2023-10-22,341.33,0,Completed
O013551,C09113,02-03-2024,149.48,5,Completed
O013552,C06483,03-06-2024,422.57,0,Completed
O013553,C00457,17-10-2023,193.26,0,Completed
O013554,C08169,2023-05-15,280.84,0,Completed
O013555,C05531,17-05-2023,178.15,0,Cancelled
O013556,C00645,2023-10-12,364.94,5,Cancelled
O013557,C05710,05-06-2023,294.77,0,Completed
O013558,C07265,26-03-2024,240.44,0,Completed
O013559,C04939,2023-08-21,19.96,5,Completed
O013560,C07364,01-12-2023,307.52,10,Completed
O013561,C05748,2023-02-17,314.95,5,Completed
O013562,C04257,25-01-2024,98.81,10,Completed
O013563,C04351,2023-04-27,172.83,0,Completed
O013564,C09286,2024-05-18,440.61,0,Completed
O013565,C02762,2023-07-31,279.09,,Completed
O013566,C08228,2023-03-11,223.19,5,Completed
O013567,C06874,19-01-2024,468.62,0,Completed
O013568,C00470,12-11-2023,407.85,0,Completed
O013569,C08501,2023-11-08,57.76,10,Completed
O013570,C06018,2024-05-11,430.87,20,Completed
O013571,C08673,2024-05-28,83.37,5,Completed
O013572,C05959,2023-05-08,95.65,0,Completed
O013573,C06848,2023-06-21,46.92,20,Completed
O013574,C08981,07-11-2023,245.86,0,Completed
O013575,C00291,29-07-2023,325.9,20,Completed
O013576,C00430,2024-03-26,379.32,10,Cancelled
O013577,C00598,27-12-2023,23.1,0,Completed
O013578,C08051,23-11-2023,97.15,0,Completed
O013579,C04528,2024-03-21,314.4,5,Cancelled
O013580,C01558,2023-11-27,267.54,0,Returned
O013581,C06790,16-12-2023,35.16,10,Cancelled
O013582,C04601,2024-01-08,468.35,0,Completed
O013583,C08056,25-04-2024,381.67,,Returned
O013584,C00673,2023-04-11,185.81,0,Completed
O013585,C02855,15-07-2023,272.84,0,Completed
O013586,C01579,01-04-2024,193.39,10,Completed
O013587,C01433,2024-05-19,233.09,5,Completed
O013588,C05522,2023-03-08,302.13,0,Completed
O013589,C08233,26-10-2023,205.25,0,Completed
O013590,C04480,2023-05-11,314.15,10,Completed
O013591,C02934,2023-08-16,237.92,5,Completed
O013592,C01315,04-02-2024,332.06,5,Completed
O013593,C01816,2023-02-18,138.49,0,Completed
O013594,C04279,2023-10-19,93.88,0,Completed
O013595,C06908,26-04-2023,16.66,0,Cancelled
O013596,C01896,30-06-2023,304.97,10,Completed
O013597,C01064,2023-05-09,490.58,5,Completed
O013598,C05405,2023-04-02,215.99,0,Completed
O013599,C08330,08-02-2023,114.19,0,Returned
O013600,C08527,2023-06-09,16.42,0,Completed
O013601,C05594,05-05-2023,261.26,0,Cancelled
O013602,C02677,2023-09-29,496.43,0,Completed
O013603,C08093,16-05-2023,492.05,0,Completed
O013604,C09826,31-03-2024,59.66,,Completed
O013605,C05266,2024-03-15,410.04,5,Completed
O013606,C09726,2023-03-05,94.93,,Completed
O013607,C01109,2023-06-20,406.58,0,Completed
O013608,C01587,01-11-2023,428.24,0,Completed
O013609,C07775,08-09-2023,13.79,10,Completed
O013610,C03862,17-11-2023,126.26,5,Completed
O013611,C05129,13-12-2023,37.71,10,Completed
O013612,C04955,2024-01-25,254.47,5,Cancelled
O013613,C01113,2023-10-16,23.09,0,Completed
O013614,C01113,04-11-2023,316.78,0,Completed
O013615,C02890,2024-04-11,283.58,0,Completed
O013616,C00350,2023-08-12,195.9,0,Completed
O013617,C03963,23-07-2023,236.28,0,Completed
O013618,C01924,05-09-2023,495.15,0,Cancelled
O013619,C08060,22-07-2023,92.15,5,Completed
O013620,C07966,2023-11-19,368.21,10,Completed
O013621,C07329,2023-04-10,326.2,5,Returned
O013622,C00043,12-12-2023,335.21,20,Completed
O013623,C05878,15-02-2023,179.4,10,Completed
O013624,C05975,10-06-2023,116.07,0,Completed
O013625,C00852,09-05-2023,328.9,0,Completed
O013626,C01287,11-12-2023,457.24,0,Completed
O013627,C03780,16-12-2023,488.23,5,Completed
O013628,C06007,2024-01-30,245.65,5,Completed
O013629,C03691,2023-12-07,218.55,0,Completed
O013630,C01049,2024-01-04,180.98,10,Completed
O013631,C02616,25-10-2023,406.89,0,Completed
O013632,C00513,06-02-2023,135.15,0,Completed
O013633,C06114,2023-11-15,261.38,0,Completed
O013634,C00183,16-09-2023,179.08,0,Completed
O013635,C02102,22-07-2023,439.09,,Completed
O013636,C09297,28-03-2024,148.51,0,Completed
O013637,C00160,01-04-2024,346.38,,Completed
O013638,C05569,17-11-2023,298.49,5,Completed
O013639,C08930,24-05-2023,170.9,20,Cancelled
O013640,C02669,01-01-2024,134.84,5,Completed
O013641,C03381,31-03-2024,403.86,5,Cancelled
O013642,C03116,2024-02-04,260.15,,Completed
O013643,C08393,2024-04-17,309.62,10,Completed
O013644,C01308,12-12-2023,481.42,0,Completed
O013645,C05560,2023-09-04,205.03,5,Completed
O013646,C04807,2023-10-02,409.0,0,Completed
O013647,C09962,18-04-2023,322.99,0,Cancelled
O013648,C03256,2024-04-23,300.83,20,Completed
O013649,C02595,26-12-2023,36.74,20,Completed
O013650,C01233,2023-02-24,457.06,0,Completed
O013651,C04968,2023-04-19,122.01,,Completed
O013652,C08767,2023-11-10,241.86,0,Completed
O013653,C00082,14-08-2023,378.49,0,Completed
O013654,C08455,2023-02-19,265.94,0,Completed
O013655,C08478,2024-04-25,12.12,0,Completed
O013656,C08215,2024-02-07,475.03,10,Completed
O013657,C03546,29-09-2023,20.04,0,Completed
O013658,C06447,2023-06-04,54.06,0,Completed
O013659,C04302,22-05-2023,119.82,0,Completed
O013660,C01456,2023-12-16,303.49,,Completed
O013661,C00095,22-05-2024,485.86,0,Completed
O013662,C02523,2023-11-27,462.1,5,Cancelled
O013663,C00137,23-05-2023,329.15,0,Completed
O013664,C02038,07-04-2023,373.43,20,Completed
O013665,C03671,2023-07-15,358.82,5,Completed
O013666,C09538,2023-05-21,346.6,0,Returned
O013667,C04645,2023-11-12,408.07,20,Returned
O013668,C02685,2023-08-17,176.55,0,Completed
O013669,C09192,2024-04-26,118.35,0,Completed
O013670,C09217,2023-04-14,180.35,0,Completed
O013671,C05458,26-12-2023,33.82,20,Returned
O013672,C04167,2024-05-14,483.85,0,Cancelled
O013673,C04204,2023-10-16,372.36,0,Completed
O013674,C02646,21-10-2023,114.58,20,Completed
O013675,C03097,2023-09-12,135.34,,Completed
O013676,C01834,2024-06-05,496.38,0,Completed
O013677,C05385,2023-10-06,386.37,5,Completed
O013678,C02251,2024-05-04,218.57,5,Completed
O013679,C03635,17-05-2024,111.26,10,Completed
O013680,C09691,2023-10-29,29.81,5,Returned
O013681,C06120,2024-06-10,337.96,0,Completed
O013682,C00569,27-07-2023,392.19,,Completed
O013683,C05202,2023-05-19,62.8,5,Completed
O013684,C05026,06-06-2023,11.17,5,Completed
O013685,C01293,2023-06-19,185.14,0,Completed
O013686,C04276,2024-05-29,337.05,10,Completed
O013687,C07964,2023-10-25,462.66,,Cancelled
O013688,C02646,28-09-2023,440.97,0,Returned
O013689,C08664,29-10-2023,347.38,0,Completed
O013690,C07838,13-04-2024,408.89,0,Completed
O013691,C08724,15-03-2024,184.37,5,Completed
O013692,C00609,2023-09-04,130.1,0,Completed
O013693,C07526,2023-03-21,70.86,0,Completed
O013694,C09275,23-12-2023,99.0,5,Completed
O013695,C09167,21-03-2023,481.84,0,Completed
O013696,C09167,2023-06-20,465.68,10,Completed
O013697,C04320,2023-08-04,32.99,10,Returned
O013698,C06954,28-03-2023,240.27,0,Completed
O013699,C05128,2024-02-22,192.93,5,Completed
O013700,C01508,19-06-2023,329.37,20,Completed
O013701,C04921,30-11-2023,170.92,5,Completed
O013702,C00614,26-03-2024,147.5,,Completed
O013703,C05972,2023-04-28,406.49,,Completed
O013704,C08576,19-08-2023,474.09,5,Completed
O013705,C08604,08-04-2023,109.37,0,Completed
O013706,C03377,2023-12-27,125.29,10,Completed
O013707,C06039,2024-03-01,215.37,0,Returned
O013708,C02776,2023-02-09,356.09,10,Completed
O013709,C07478,2024-05-05,91.86,0,Completed
O013710,C06375,2023-07-03,239.29,10,Completed
O013711,C02284,2023-10-27,422.02,0,Completed
O013712,C00663,21-11-2023,124.69,0,Completed
O013713,C04142,03-07-2023,33.35,10,Completed
O013714,C04036,2024-04-09,454.35,0,Completed
O013715,C08414,2024-05-16,395.89,0,Completed
O013716,C00752,2023-07-31,352.42,5,Completed
O013717,C03155,2023-04-21,52.79,5,Completed
O013718,C01269,2024-03-07,450.67,0,Completed
O013719,C06719,2024-04-03,159.58,5,Completed
O013720,C04106,18-10-2023,113.63,0,Completed
O013721,C07845,2023-11-08,248.87,10,Completed
O013722,C02374,2023-05-08,462.17,5,Completed
O013723,C08407,05-11-2023,497.33,0,Completed
O013724,C00996,2023-08-03,310.91,20,Completed
O013725,C05328,11-05-2023,478.2,5,Completed
O013726,C03211,2024-03-08,232.13,0,Returned
O013727,C01665,03-01-2024,24.54,0,Completed
O013728,C09174,28-02-2024,145.07,0,Completed
O013729,C00402,21-03-2024,157.9,0,Completed
O013730,C08804,2023-10-20,393.53,10,Completed
O013731,C06667,2023-06-14,70.88,0,Completed
O013732,C08074,03-10-2023,95.7,,Completed
O013733,C09098,18-04-2023,310.99,5,Completed
O013734,C07830,01-03-2024,74.0,0,Completed
O013735,C07158,15-01-2024,252.8,10,Completed
O013736,C05875,15-02-2024,27.18,20,Completed
O013737,C01107,27-12-2023,337.75,0,Completed
O013738,C08420,2023-12-05,455.1,0,Completed
O013739,C01989,16-09-2023,438.7,10,Completed
O013740,C02179,2023-03-14,46.07,0,Completed
O013741,C07178,2023-02-02,299.59,5,Returned
O013742,C08141,05-02-2023,60.88,20,Cancelled
O013743,C06020,15-05-2024,36.23,0,Completed
O013744,C05688,2023-06-24,309.09,20,Completed
O013745,C04641,18-11-2023,290.5,,Completed
O013746,C08436,2023-06-17,55.98,0,Completed
O013747,C09442,2023-11-03,186.33,5,Completed
O013748,C06372,2023-02-20,165.16,0,Completed
O013749,C06389,18-11-2023,177.81,5,Completed
O013750,C00444,28-06-2023,173.26,5,Completed
O013751,C08807,20-02-2023,414.08,5,Returned
O013752,C05933,2023-05-17,183.27,5,Completed
O013753,C00825,2023-07-17,171.91,5,Completed
O013754,C09128,2023-09-15,24.51,10,Completed
O013755,C09937,2024-05-16,397.3,5,Completed
O013756,C08714,06-10-2023,333.34,0,Completed
O013757,C04938,2023-05-13,177.3,0,Completed
O013758,C01877,2024-02-23,231.4,5,Completed
O013759,C04033,2023-04-10,399.1,5,Completed
O013760,C02206,2023-02-06,178.67,0,Returned
O013761,C08018,26-05-2023,241.95,5,Completed
O013762,C00547,16-02-2024,19.7,,Completed
O013763,C08359,2023-04-04,459.98,5,Completed
O013764,C02070,09-01-2024,191.91,5,Completed
O013765,C06211,14-04-2023,155.25,5,Completed
O013766,C06854,2024-02-11,308.47,5,Completed
O013767,C06731,24-11-2023,268.08,0,Completed
O013768,C02936,23-05-2024,206.45,0,Completed
O013769,C00017,15-08-2023,461.95,10,Completed
O013770,C02810,14-10-2023,187.86,0,Completed
O013771,C08520,2023-09-23,499.2,0,Completed
O013772,C03452,28-11-2023,396.67,0,Cancelled
O013773,C08538,21-08-2023,452.63,0,Completed
O013774,C05593,2024-03-02,148.55,0,Completed
O013775,C02355,14-12-2023,44.42,0,Cancelled
O013776,C08736,31-10-2023,215.41,0,Completed
O013777,C03451,08-07-2023,163.56,0,Completed
O013778,C03706,2023-07-12,39.73,5,Completed
O013779,C07708,11-11-2023,45.03,5,Completed
O013780,C07044,2024-04-11,95.39,10,Completed
O013781,C02749,09-04-2024,195.12,10,Completed
O013782,C09549,04-04-2023,468.27,0,Completed
O013783,C05260,2023-03-26,332.31,10,Completed
O013784,C01807,01-03-2024,205.22,10,Completed
O013785,C09559,16-03-2023,401.71,5,Completed
O013786,C06413,17-06-2023,288.56,5,Completed
O013787,C08378,17-03-2024,214.55,5,Completed
O013788,C04206,2024-04-04,80.74,0,Completed
O013789,C08959,2024-02-19,464.25,,Cancelled
O013790,C08227,25-04-2024,315.71,0,Completed
O013791,C08104,22-02-2024,225.24,0,Completed
O013792,C03916,2023-05-30,224.76,0,Completed
O013793,C05342,2024-01-21,384.87,5,Completed
O013794,C09838,2023-06-26,97.93,,Completed
O013795,C07941,27-03-2023,214.6,,Completed
O013796,C05866,01-11-2023,40.88,,Cancelled
O013797,C00798,2024-05-19,49.16,,Completed
O013798,C07267,2023-07-05,267.89,20,Completed
O013799,C06775,25-02-2023,196.59,5,Completed
O013800,C03657,2023-09-22,362.56,5,Completed
O013801,C06353,2023-03-17,493.5,0,Returned
O013802,C09852,2024-02-25,431.12,0,Completed
O013803,C00038,2023-04-17,226.53,20,Completed
O013804,C01979,06-05-2023,195.15,0,Completed
O013805,C09079,2023-08-09,296.68,0,Completed
O013806,C06242,23-07-2023,54.91,0,Completed
O013807,C03455,31-12-2023,493.95,0,Cancelled
O013808,C04675,2024-05-22,490.69,10,Completed
O013809,C03361,2023-11-11,462.25,20,Cancelled
O013810,C04237,2023-07-16,334.48,0,Cancelled
O013811,C04299,11-09-2023,256.53,5,Completed
O013812,C03476,07-12-2023,356.28,10,Completed
O013813,C06561,02-01-2024,164.05,5,Completed
O013814,C03378,2023-04-19,427.59,0,Completed
O013815,C05042,2023-05-20,75.96,5,Completed
O013816,C02185,2024-01-18,403.7,5,Completed
O013817,C05001,2023-04-11,435.07,0,Completed
O013818,C07298,22-07-2023,93.38,0,Completed
O013819,C01140,13-10-2023,244.5,0,Completed
O013820,C04234,2024-06-02,446.91,5,Completed
O013821,C02463,28-04-2024,480.05,,Completed
O013822,C03233,21-05-2024,407.57,0,Completed
O013823,C08440,2024-01-21,471.05,5,Completed
O013824,C08047,2023-10-31,469.13,10,Completed
O013825,C00526,2023-12-18,490.06,,Completed
O013826,C04321,20-02-2023,212.56,10,Completed
O013827,C09337,2023-04-17,150.6,0,Completed
O013828,C04831,2023-12-17,320.14,0,Completed
O013829,C08107,2023-02-19,102.54,10,Completed
O013830,C00463,2023-07-21,282.94,10,Completed
O013831,C02964,2023-10-17,293.85,20,Completed
O013832,C06384,28-04-2024,405.15,10,Returned
O013833,C05917,02-04-2024,187.28,5,Completed
O013834,C03401,09-11-2023,304.89,10,Completed
O013835,C09378,10-06-2023,452.6,5,Returned
O013836,C00303,2024-01-09,216.66,,Completed
O013837,C05884,03-05-2024,290.14,0,Cancelled
O013838,C00777,2024-05-28,395.81,0,Completed
O013839,C00624,22-07-2023,132.32,0,Completed
O013840,C01460,2024-01-11,60.65,0,Completed
O013841,C03387,15-02-2024,344.08,10,Completed
O013842,C07031,09-10-2023,191.53,5,Completed
O013843,C04776,24-07-2023,196.99,0,Returned
O013844,C08672,2023-09-23,465.75,10,Completed
O013845,C01062,20-05-2024,209.86,0,Completed
O013846,C00288,02-08-2023,477.3,10,Completed
O013847,C07235,06-03-2024,62.12,20,Completed
O013848,C03640,2023-12-16,178.06,5,Completed
O013849,C07956,2023-05-28,349.54,,Completed
O013850,C06336,22-05-2024,71.74,10,Completed
O013851,C01144,11-02-2023,199.65,0,Completed
O013852,C06545,27-02-2024,427.36,5,Returned
O013853,C09616,2024-04-23,383.26,0,Completed
O013854,C08850,17-10-2023,148.23,,Completed
O013855,C03086,2023-08-01,184.66,5,Completed
O013856,C07714,2023-10-02,257.49,0,Completed
O013857,C09932,2023-09-14,368.33,20,Completed
O013858,C04989,20-04-2023,84.42,0,Completed
O013859,C02202,2023-11-21,268.55,5,Completed
O013860,C05290,25-05-2024,45.95,10,Cancelled
O013861,C08871,2024-06-09,204.93,10,Completed
O013862,C03458,2023-06-09,103.59,0,Completed
O013863,C02745,25-09-2023,161.43,0,Completed
