event_id,customer_id,event_type,event_time,session_id,device,is_valid
6657,C06528,view_product,10/04/2023 16:36,458828,Mobile,1
6658,C06357,add_to_cart,19/05/2023 12:18,368815,Desktop,1
6659,C03532,add_to_cart,09/08/2023 07:56,844909,Desktop,1
6660,C08748,add_to_cart,03/07/2023 04:35,850106,Desktop,1
6661,C01322,visit,2023-04-18 19:10:00,254042,Mobile,1
6662,C09345,add_to_cart,2023-08-31 16:47:00,326907,Desktop,1
6663,C06443,add_to_cart,2023-03-06 21:47:00,625885,Mobile,1
6664,C05452,view_product,05/05/2023 13:11,972235,Mobile,1
6665,C06000,view_product,15/04/2023 12:04,387935,Desktop,1
6666,C03016,add_to_cart,22/08/2023 12:12,425046,Mobile,0
6667,C07993,add_to_cart,2023-03-27 17:10:00,808477,Desktop,1
6668,C02630,add_to_cart,08/05/2023 05:20,372037,Mobile,1
6669,C05855,view_product,31/05/2023 15:25,727999,Desktop,0
6670,C02756,add_to_cart,2023-07-23 18:52:00,712887,Mobile,1
6671,C01950,view_product,17/04/2023 00:31,786064,Desktop,1
6672,C08732,add_to_cart,2023-03-27 16:15:00,324353,Mobile,1
6673,C03102,add_to_cart,27/07/2023 17:43,847282,Desktop,1
6674,C05943,visit,2023-05-31 10:31:00,149511,Mobile,1
6675,C06845,view_product,2023-08-16 10:41:00,136904,Mobile,1
6676,C05905,add_to_cart,13/06/2023 06:48,687381,Mobile,1
6677,C06745,add_to_cart,17/06/2023 08:14,124895,Mobile,1
6678,C04962,visit,01/03/2023 06:49,406019,Mobile,1
6679,C08031,purchase,2023-05-26 03:49:00,933022,Mobile,1
6680,C05682,visit,22/06/2023 20:11,187477,Mobile,1
6681,C08641,view_product,2023-03-01 18:05:00,276095,Mobile,1
6682,C05720,view_product,24/08/2023 17:03,296791,Mobile,1
6683,C01460,purchase,2023-08-24 07:55:00,532406,Desktop,1
6684,C00889,visit,13/09/2023 16:07,584082,Desktop,1
6685,C05387,visit,31/05/2023 11:04,214849,Mobile,1
6686,C05622,checkout,24/06/2023 01:41,425288,Mobile,1
6687,C05118,purchase,14/06/2023 00:48,936321,Mobile,1
6688,C09334,view_product,2023-09-16 04:09:00,946095,Mobile,1
6689,C08402,add_to_cart,16/05/2023 15:33,287083,Mobile,1
6690,C04959,visit,2023-04-30 17:37:00,838686,Desktop,1
6691,C05091,visit,13/08/2023 12:29,941150,Mobile,1
6692,C04272,add_to_cart,05/06/2023 09:50,554339,Mobile,1
6693,C02449,add_to_cart,24/09/2023 22:25,875647,Mobile,1
6694,C01213,checkout,29/05/2023 04:50,805684,Mobile,1
6695,C07805,add_to_cart,13/08/2023 18:03,439605,Mobile,1
6696,C07809,visit,2023-03-19 16:41:00,159339,Mobile,1
6697,C02141,view_product,11/07/2023 17:09,269512,Desktop,1
6698,C04147,view_product,2023-06-18 16:00:00,833682,Mobile,1
6699,C00132,add_to_cart,17/05/2023 04:36,102182,Desktop,1
6700,C00552,visit,14/08/2023 00:47,827720,Mobile,1
6701,C06028,view_product,2023-07-05 21:24:00,331824,Mobile,1
6702,C03250,add_to_cart,2023-07-23 10:07:00,247473,Mobile,1
6703,C06577,checkout,16/05/2023 09:16,176230,Mobile,1
6704,C07332,visit,2023-04-30 08:53:00,276730,Mobile,1
6705,C00057,purchase,24/07/2023 04:36,232494,Desktop,1
6706,C01729,visit,2023-04-21 18:19:00,553664,Mobile,1
6707,C08551,add_to_cart,2023-04-05 00:17:00,534421,Desktop,1
6708,C08058,view_product,2023-08-17 09:43:00,228087,Desktop,1
6709,C03900,view_product,30/05/2023 19:11,366678,Mobile,1
6710,C01869,add_to_cart,2023-06-14 22:56:00,627826,Desktop,1
6711,C07822,visit,2023-08-26 08:56:00,501043,Desktop,1
6712,C04554,add_to_cart,2023-06-12 01:58:00,551636,Mobile,1
6713,C08349,visit,2023-03-28 21:27:00,373365,Desktop,1
6714,C01890,view_product,2023-09-23 03:35:00,775369,Mobile,1
6715,C07326,view_product,05/04/2023 14:20,537489,Mobile,1
6716,C04548,checkout,2023-08-28 00:27:00,363857,Desktop,1
6717,C07910,add_to_cart,2023-03-23 04:08:00,584358,Mobile,1
6718,C05377,view_product,02/09/2023 07:14,652755,Mobile,1
6719,C06084,visit,03/07/2023 23:37,490996,Mobile,1
6720,C00050,add_to_cart,2023-08-24 14:23:00,440944,Desktop,1
6721,C08976,add_to_cart,2023-08-31 00:13:00,491256,Desktop,1
6722,C04569,view_product,2023-05-03 11:27:00,724572,Desktop,1
6723,C02430,view_product,2023-05-14 02:33:00,840954,Mobile,1
6724,C00383,view_product,05/04/2023 14:55,177283,Mobile,1
6725,C02778,purchase,2023-09-21 18:03:00,230272,Mobile,1
6726,C07140,visit,02/08/2023 12:00,781431,Mobile,1
6727,C02819,visit,22/08/2023 16:59,315119,Mobile,1
6728,C08032,view_product,18/07/2023 15:53,476310,Desktop,1
6729,C02701,purchase,2023-06-09 11:24:00,116228,Desktop,1
6730,C01561,visit,05/05/2023 21:14,200768,Mobile,1
6731,C04891,view_product,28/04/2023 14:00,735710,Mobile,1
6732,C07738,checkout,2023-03-16 11:16:00,770094,Desktop,1
6733,C02031,visit,2023-06-01 04:42:00,928868,Desktop,1
6734,C09120,add_to_cart,05/08/2023 13:17,594817,Desktop,1
6735,C02944,checkout,2023-09-12 05:51:00,963125,Mobile,1
6736,C07079,add_to_cart,02/09/2023 09:01,833356,Mobile,1
6737,C00121,add_to_cart,01/04/2023 19:02,425051,Mobile,1
6738,C02766,view_product,27/04/2023 08:08,473395,Mobile,1
6739,C09682,visit,11/06/2023 10:28,100404,Desktop,1
6740,C08275,visit,2023-04-25 02:54:00,722283,Mobile,1
6741,C03532,visit,29/03/2023 23:27,848382,Mobile,1
6742,C08444,checkout,2023-03-22 09:18:00,541631,Mobile,1
6743,C02152,checkout,2023-03-29 05:22:00,775204,Mobile,1
6744,C05081,visit,2023-09-08 08:10:00,981107,Mobile,1
6745,C08942,add_to_cart,2023-03-04 07:05:00,390314,Desktop,1
6746,C04771,visit,2023-08-09 03:19:00,883757,Desktop,1
6747,C06872,add_to_cart,01/04/2023 10:17,364640,Mobile,1
6748,C02872,visit,2023-08-06 15:06:00,596116,Desktop,1
6749,C04494,view_product,08/05/2023 14:13,126258,Mobile,1
6750,C08259,visit,2023-03-29 17:22:00,122557,Desktop,1
6751,C02003,view_product,2023-08-20 09:02:00,204646,Mobile,1
6752,C02078,view_product,05/07/2023 21:19,101408,Mobile,1
6753,C05989,add_to_cart,2023-06-13 21:51:00,970391,Desktop,1
6754,C00270,checkout,05/07/2023 23:34,212330,Desktop,1
6755,C09245,purchase,2023-05-06 17:41:00,900355,Mobile,1
6756,C05184,purchase,2023-08-01 02:49:00,773794,Desktop,1
6757,C00300,add_to_cart,2023-08-26 03:04:00,122368,Desktop,1
6758,C06704,add_to_cart,2023-05-12 04:43:00,301201,Mobile,0
6759,C07552,add_to_cart,24/08/2023 16:38,975737,Mobile,1
6760,C00176,view_product,28/04/2023 07:35,890482,Mobile,1
6761,C04816,visit,28/05/2023 17:24,559362,Mobile,1
6762,C09833,visit,2023-03-15 10:00:00,161784,Desktop,1
6763,C05554,checkout,2023-04-05 13:11:00,774329,Mobile,1
6764,C06630,view_product,26/08/2023 02:16,357194,Mobile,1
6765,C05436,visit,13/09/2023 13:56,362773,Mobile,1
6766,C05636,visit,03/07/2023 15:34,809174,Mobile,0
6767,C06783,visit,20/05/2023 19:58,307899,Mobile,1
6768,C00686,add_to_cart,2023-09-21 12:08:00,673006,Desktop,0
6769,C00323,visit,2023-04-21 01:53:00,920887,Mobile,1
6770,C01123,add_to_cart,2023-04-06 19:40:00,240448,Mobile,0
6771,C06905,visit,23/08/2023 10:44,970256,Mobile,1
6772,C02734,checkout,2023-04-10 02:03:00,678889,Mobile,1
6773,C06350,checkout,15/06/2023 10:06,962994,Mobile,1
6774,C06116,visit,2023-06-02 16:22:00,896582,Mobile,1
6775,C09647,add_to_cart,2023-05-19 08:59:00,211807,Mobile,1
6776,C08136,add_to_cart,08/08/2023 00:23,633975,Mobile,1
6777,C02664,view_product,2023-09-07 22:15:00,339066,Desktop,1
6778,C02864,visit,13/08/2023 13:51,367330,Desktop,1
6779,C04810,visit,2023-04-22 16:20:00,440372,Desktop,0
6780,C09535,view_product,2023-07-31 06:15:00,652651,Mobile,1
6781,C04773,visit,01/05/2023 23:35,784154,Mobile,1
6782,C07161,purchase,2023-03-31 10:28:00,100319,Mobile,1
6783,C07392,checkout,02/08/2023 08:02,224215,Mobile,1
6784,C00432,add_to_cart,2023-09-06 09:59:00,319761,Mobile,1
6785,C00450,purchase,2023-03-02 00:06:00,329234,Desktop,1
6786,C00320,add_to_cart,2023-07-29 22:31:00,134740,Desktop,1
6787,C05464,visit,08/09/2023 00:36,339632,Mobile,1
6788,C03792,visit,2023-09-12 19:01:00,121847,Mobile,1
6789,C01752,add_to_cart,05/06/2023 08:15,432543,Mobile,1
6790,C08181,visit,14/04/2023 09:05,904226,Mobile,1
6791,C07966,visit,2023-04-07 21:03:00,172568,Desktop,1
6792,C04486,add_to_cart,30/06/2023 11:49,281200,Mobile,1
6793,C01616,visit,17/09/2023 19:20,833765,Mobile,1
6794,C07573,visit,28/03/2023 21:25,735235,Desktop,1
6795,C04523,add_to_cart,2023-03-31 18:08:00,913592,Mobile,1
6796,C05792,view_product,2023-04-21 15:33:00,244945,Mobile,1
6797,C07447,add_to_cart,2023-04-24 18:22:00,753156,Mobile,1
6798,C06373,add_to_cart,03/04/2023 20:07,439566,Mobile,1
6799,C03040,add_to_cart,2023-04-28 20:05:00,101313,Desktop,1
6800,C06910,checkout,04/08/2023 02:59,905248,Desktop,1
6801,C07145,visit,2023-07-24 05:24:00,626120,Mobile,1
6802,C06484,checkout,06/06/2023 18:24,571617,Mobile,1
6803,C08311,add_to_cart,2023-05-31 19:16:00,732026,Mobile,1
6804,C03181,visit,2023-06-05 20:53:00,818277,Desktop,1
6805,C09255,visit,2023-09-10 16:22:00,150804,Mobile,1
6806,C00456,visit,2023-06-30 03:31:00,269931,Mobile,1
6807,C02861,view_product,2023-08-30 00:21:00,134591,Mobile,1
6808,C00279,checkout,13/09/2023 13:54,992807,Mobile,1
6809,C02680,add_to_cart,02/08/2023 20:36,590388,Desktop,1
6810,C05056,view_product,23/03/2023 06:35,522230,Mobile,1
6811,C04444,visit,10/08/2023 08:49,323496,Mobile,1
6812,C03724,purchase,06/07/2023 19:15,576947,Mobile,1
6813,C07177,visit,2023-07-15 03:38:00,732210,Mobile,1
6814,C02746,view_product,31/07/2023 14:16,116573,Desktop,1
6815,C07393,view_product,2023-03-26 09:54:00,607935,Mobile,1
6816,C00303,visit,2023-09-16 10:31:00,224316,Mobile,1
6817,C02636,view_product,03/07/2023 07:56,433235,Mobile,1
6818,C08492,view_product,2023-04-18 11:45:00,199424,Mobile,1
6819,C08821,visit,15/06/2023 17:30,749932,Desktop,1
6820,C03122,add_to_cart,02/04/2023 11:58,468711,Mobile,1
6821,C07655,visit,2023-06-09 01:32:00,808800,Mobile,1
6822,C06417,view_product,2023-05-01 12:44:00,578621,Desktop,1
6823,C00753,checkout,2023-05-11 04:54:00,101970,Mobile,1
6824,C01263,visit,01/09/2023 06:18,950838,Mobile,0
6825,C06474,add_to_cart,2023-08-16 15:20:00,797654,Mobile,1
6826,C06798,checkout,2023-08-30 09:58:00,244030,Mobile,1
6827,C07418,view_product,2023-05-15 20:27:00,585697,Mobile,1
6828,C02996,view_product,2023-07-01 04:47:00,669825,Mobile,1
6829,C01487,visit,10/08/2023 09:50,150202,Mobile,1
6830,C05982,add_to_cart,2023-05-19 00:11:00,864347,Desktop,1
6831,C03672,add_to_cart,10/08/2023 02:23,169109,Desktop,1
6832,C03944,add_to_cart,21/07/2023 20:32,154750,Mobile,1
6833,C02390,visit,08/08/2023 20:35,732675,Mobile,1
6834,C01323,view_product,18/09/2023 07:30,237414,Desktop,1
6835,C00706,purchase,28/06/2023 05:11,680060,Mobile,1
6836,C02870,visit,2023-09-03 16:55:00,742504,Desktop,1
6837,C01385,visit,2023-03-06 01:27:00,506967,Desktop,1
6838,C02662,add_to_cart,2023-06-23 10:34:00,739428,Desktop,1
6839,C08497,visit,17/07/2023 01:43,432258,Mobile,1
6840,C08938,add_to_cart,2023-05-16 16:37:00,649467,Mobile,1
6841,C02508,visit,10/08/2023 01:35,346662,Mobile,1
6842,C08210,visit,29/03/2023 22:10,739463,Mobile,1
6843,C07737,view_product,18/04/2023 23:45,505736,Mobile,1
6844,C04602,view_product,2023-03-04 18:02:00,358292,Mobile,1
6845,C07031,visit,2023-08-11 02:29:00,529761,Mobile,1
6846,C07382,visit,16/03/2023 15:30,109619,Mobile,1
6847,C08999,view_product,28/04/2023 20:40,313375,Desktop,1
6848,C03239,add_to_cart,2023-08-30 20:24:00,109435,Mobile,1
6849,C01084,checkout,06/06/2023 18:30,356618,Mobile,1
6850,C00351,visit,20/08/2023 21:28,500788,Mobile,1
6851,C01846,visit,21/03/2023 01:55,728518,Mobile,1
6852,C03388,visit,2023-03-29 12:59:00,433997,Desktop,1
6853,C09018,checkout,2023-05-14 17:18:00,385379,Mobile,1
6854,C00985,checkout,2023-07-13 15:42:00,550203,Mobile,1
6855,C09544,view_product,01/09/2023 16:49,746198,Mobile,1
6856,C05940,add_to_cart,08/06/2023 06:53,602621,Mobile,1
6857,C02588,add_to_cart,29/04/2023 12:33,976908,Desktop,1
6858,C03081,visit,2023-07-13 08:19:00,166647,Desktop,1
6859,C07772,checkout,29/05/2023 03:51,190428,Mobile,1
6860,C08304,visit,24/04/2023 20:05,544911,Mobile,1
6861,C05664,add_to_cart,2023-09-19 04:07:00,418766,Mobile,1
6862,C08685,view_product,08/05/2023 20:03,326699,Mobile,1
6863,C03758,add_to_cart,2023-06-07 20:06:00,479802,Mobile,1
6864,C08383,checkout,22/09/2023 12:54,829519,Mobile,0
6865,C08874,visit,2023-03-04 05:26:00,955683,Desktop,1
6866,C02588,view_product,2023-07-31 18:03:00,578960,Desktop,1
6867,C08656,visit,2023-03-06 12:06:00,986556,Mobile,1
6868,C09411,view_product,2023-03-07 16:52:00,491788,Mobile,1
6869,C08545,view_product,2023-06-30 01:15:00,489898,Mobile,1
6870,C05887,add_to_cart,24/07/2023 15:12,554214,Mobile,1
6871,C02240,view_product,12/06/2023 00:30,469616,Mobile,1
6872,C08924,add_to_cart,01/03/2023 20:33,141898,Desktop,1
6873,C09453,view_product,2023-03-17 18:16:00,764034,Desktop,1
6874,C05078,visit,18/06/2023 03:55,882613,Desktop,0
6875,C09229,visit,2023-07-26 19:08:00,158120,Mobile,1
6876,C09224,view_product,2023-06-13 15:09:00,328038,Desktop,1
6877,C08315,view_product,22/09/2023 17:14,902654,Desktop,1
6878,C09840,visit,21/03/2023 12:50,320415,Mobile,1
6879,C03716,visit,2023-03-14 04:42:00,559343,Mobile,1
6880,C06250,add_to_cart,2023-05-27 13:09:00,730282,Mobile,1
6881,C05060,checkout,01/09/2023 16:23,638901,Desktop,0
6882,C05641,purchase,2023-04-01 17:30:00,501811,Mobile,1
6883,C07188,view_product,2023-05-26 06:08:00,756443,Mobile,1
6884,C00510,view_product,23/07/2023 07:30,925664,Mobile,1
6885,C01931,add_to_cart,2023-05-24 03:01:00,309576,Mobile,1
6886,C04048,view_product,24/07/2023 14:36,183668,Mobile,1
6887,C06853,visit,2023-06-06 23:46:00,187093,Mobile,1
6888,C04884,view_product,24/03/2023 04:11,408410,Mobile,1
6889,C05452,checkout,2023-04-01 06:04:00,827475,Desktop,1
6890,C09784,view_product,04/03/2023 17:04,864985,Mobile,1
6891,C05568,add_to_cart,02/09/2023 00:27,290825,Mobile,1
6892,C06884,visit,2023-05-29 12:56:00,807211,Mobile,0
6893,C08783,visit,2023-03-02 05:41:00,610571,Mobile,1
6894,C09307,view_product,02/05/2023 14:25,711369,Desktop,1
6895,C02139,add_to_cart,17/08/2023 15:30,475145,Mobile,1
6896,C03353,add_to_cart,2023-04-10 12:48:00,774324,Mobile,1
6897,C04426,view_product,12/03/2023 10:08,769180,Mobile,1
6898,C04963,checkout,05/03/2023 08:23,859962,Mobile,1
6899,C07460,checkout,2023-05-23 19:20:00,558318,Mobile,1
6900,C04027,purchase,29/05/2023 17:29,877108,Mobile,1
6901,C05035,visit,2023-07-30 03:38:00,357865,Desktop,1
6902,C00221,visit,2023-06-02 10:12:00,891462,Mobile,1
6903,C00397,view_product,2023-03-04 01:40:00,782156,Mobile,1
6904,C06640,purchase,2023-09-06 10:42:00,408000,Mobile,1
6905,C06798,add_to_cart,30/03/2023 23:10,144250,Mobile,1
6906,C04343,checkout,20/04/2023 17:15,222061,Desktop,1
6907,C04024,view_product,15/03/2023 22:20,978889,Desktop,1
6908,C06418,add_to_cart,29/04/2023 10:18,590547,Mobile,1
6909,C03238,view_product,2023-08-08 17:11:00,508536,Desktop,1
6910,C08222,purchase,09/07/2023 12:18,931050,Mobile,1
6911,C04579,checkout,2023-03-01 20:10:00,451333,Mobile,1
6912,C04875,visit,2023-04-20 08:43:00,930093,Mobile,1
6913,C02657,visit,18/06/2023 11:09,741395,Desktop,1
6914,C07775,view_product,28/07/2023 16:59,956805,Mobile,1
6915,C07417,visit,13/04/2023 15:50,221026,Mobile,1
6916,C08460,visit,2023-04-01 21:48:00,599277,Mobile,1
6917,C05432,add_to_cart,2023-07-15 17:40:00,675581,Desktop,1
6918,C00595,add_to_cart,2023-08-13 20:34:00,848340,Mobile,1
6919,C07811,view_product,16/09/2023 08:28,204360,Mobile,1
6920,C06289,visit,08/07/2023 08:07,773906,Mobile,1
6921,C05269,view_product,2023-07-02 15:06:00,259733,Mobile,1
6922,C04654,view_product,2023-09-19 22:41:00,912755,Mobile,1
6923,C02927,view_product,2023-09-12 02:19:00,845816,Mobile,1
6924,C00112,checkout,2023-09-16 16:57:00,515784,Mobile,1
6925,C03099,visit,09/07/2023 12:18,562188,Mobile,1
6926,C03624,add_to_cart,2023-04-30 03:03:00,190362,Desktop,1
6927,C08976,view_product,16/08/2023 21:22,212247,Mobile,1
6928,C02441,add_to_cart,24/07/2023 11:39,948294,Mobile,1
6929,C09623,view_product,06/06/2023 07:46,664976,Mobile,1
6930,C02251,view_product,2023-08-09 09:57:00,590419,Mobile,1
6931,C04397,checkout,21/05/2023 00:54,208368,Mobile,1
6932,C09891,visit,29/05/2023 14:14,818721,Mobile,1
6933,C01974,view_product,30/06/2023 05:20,657024,Mobile,1
6934,C09217,view_product,08/03/2023 09:37,745153,Mobile,1
6935,C01710,add_to_cart,2023-04-01 02:48:00,339364,Desktop,1
6936,C04029,visit,20/04/2023 04:25,604995,Mobile,1
6937,C08599,checkout,22/08/2023 10:55,264752,Desktop,1
6938,C06987,view_product,10/07/2023 07:01,401845,Desktop,1
6939,C00862,purchase,17/07/2023 15:52,823635,Mobile,1
6940,C09934,checkout,2023-06-06 23:26:00,533631,Mobile,1
6941,C00644,purchase,28/06/2023 09:21,372510,Mobile,1
6942,C00089,purchase,30/06/2023 05:02,706167,Mobile,1
6943,C04511,view_product,12/04/2023 06:35,414592,Desktop,1
6944,C06712,add_to_cart,23/08/2023 22:31,730752,Desktop,1
6945,C07831,checkout,2023-09-12 08:28:00,239671,Mobile,1
6946,C07882,purchase,2023-06-21 19:37:00,443808,Mobile,1
6947,C09338,visit,20/04/2023 01:57,263281,Desktop,1
6948,C06398,purchase,27/08/2023 11:41,407420,Mobile,1
6949,C03703,add_to_cart,2023-09-16 13:01:00,609587,Mobile,1
6950,C08911,view_product,10/03/2023 14:55,415271,Desktop,1
6951,C05723,visit,2023-05-24 18:12:00,292516,Mobile,1
6952,C07141,visit,02/05/2023 15:41,316639,Desktop,1
6953,C08458,visit,2023-06-08 00:57:00,695941,Desktop,1
6954,C08098,visit,2023-05-02 05:56:00,816603,Mobile,1
6955,C02989,visit,01/09/2023 14:32,758425,Mobile,1
6956,C03204,visit,2023-07-06 08:33:00,574547,Mobile,1
6957,C04031,visit,17/06/2023 01:41,130768,Mobile,1
6958,C09912,visit,25/04/2023 00:34,805510,Desktop,1
6959,C09233,add_to_cart,19/03/2023 10:58,373922,Desktop,1
6960,C00062,visit,30/07/2023 04:49,915780,Mobile,1
6961,C04014,add_to_cart,2023-03-28 16:54:00,237290,Mobile,1
6962,C06773,visit,21/06/2023 15:38,317062,Desktop,1
6963,C06003,add_to_cart,28/04/2023 19:48,272802,Mobile,1
6964,C08842,add_to_cart,22/06/2023 01:36,724278,Desktop,1
6965,C01004,view_product,2023-04-13 05:43:00,192637,Mobile,1
6966,C07110,view_product,17/07/2023 09:11,589005,Desktop,1
6967,C08522,add_to_cart,2023-04-12 17:43:00,299832,Desktop,1
6968,C06534,checkout,2023-09-10 23:04:00,109045,Mobile,1
6969,C03429,view_product,2023-08-18 20:59:00,309639,Mobile,1
6970,C02010,checkout,2023-08-03 05:39:00,926570,Mobile,1
6971,C02466,visit,2023-06-26 17:51:00,425352,Mobile,1
6972,C08963,visit,2023-04-02 04:19:00,479872,Mobile,1
6973,C01577,add_to_cart,2023-05-14 20:17:00,228533,Mobile,1
6974,C06540,add_to_cart,2023-08-31 15:04:00,486637,Mobile,1
6975,C09566,view_product,14/05/2023 22:41,240203,Mobile,1
6976,C07646,view_product,2023-03-02 11:49:00,573772,Desktop,0
6977,C06304,add_to_cart,2023-06-11 15:28:00,657972,Mobile,0
6978,C06411,view_product,10/07/2023 01:38,574417,Mobile,1
6979,C04198,visit,24/05/2023 01:43,364696,Mobile,1
6980,C08949,visit,2023-08-12 21:31:00,260817,Mobile,1
6981,C07367,add_to_cart,13/05/2023 16:13,768588,Mobile,1
6982,C08072,visit,2023-06-10 20:48:00,538222,Desktop,1
6983,C03148,view_product,2023-04-22 04:50:00,120752,Desktop,1
6984,C02738,checkout,12/04/2023 12:19,552928,Mobile,1
6985,C04750,add_to_cart,18/08/2023 02:46,398873,Mobile,1
6986,C05752,add_to_cart,2023-09-14 09:38:00,692395,Desktop,1
6987,C03172,visit,28/08/2023 04:55,956659,Mobile,1
6988,C09720,checkout,2023-07-11 23:46:00,291669,Mobile,1
6989,C08717,view_product,19/06/2023 13:45,939048,Desktop,1
6990,C06046,checkout,2023-09-23 22:47:00,741129,Mobile,1
6991,C00972,visit,2023-06-22 19:18:00,627373,Desktop,1
6992,C09081,visit,2023-06-16 20:40:00,173696,Mobile,1
6993,C04113,view_product,2023-09-10 23:28:00,474243,Mobile,1
6994,C03861,add_to_cart,24/04/2023 05:08,276861,Mobile,1
6995,C01017,checkout,2023-09-10 16:47:00,697835,Mobile,1
6996,C03181,view_product,18/05/2023 07:42,689550,Mobile,1
6997,C01185,checkout,2023-04-10 17:27:00,551263,Mobile,1
6998,C01258,add_to_cart,2023-08-11 13:19:00,254262,Desktop,1
6999,C03810,view_product,2023-05-17 02:04:00,805680,Desktop,1
7000,C00505,add_to_cart,19/07/2023 13:24,798548,Mobile,1
7001,C09185,add_to_cart,2023-09-18 18:36:00,123548,Desktop,1
7002,C07797,visit,29/06/2023 19:48,708343,Desktop,1
7003,C07648,add_to_cart,2023-06-10 07:54:00,487470,Desktop,1
7004,C04513,view_product,2023-07-02 01:42:00,102797,Desktop,1
7005,C06937,visit,17/03/2023 07:52,850763,Desktop,1
7006,C05910,visit,2023-07-12 08:06:00,429404,Mobile,1
7007,C01704,view_product,16/06/2023 13:56,576057,Mobile,1
7008,C07262,add_to_cart,2023-06-25 20:25:00,871975,Mobile,1
7009,C08350,visit,06/03/2023 01:52,938190,Mobile,1
7010,C03904,view_product,12/06/2023 08:32,936561,Desktop,1
7011,C06523,checkout,05/09/2023 12:19,995092,Desktop,1
7012,C07863,view_product,2023-09-05 19:06:00,731522,Desktop,1
7013,C01018,view_product,2023-06-10 15:06:00,425348,Desktop,1
7014,C03948,checkout,25/04/2023 04:59,354539,Mobile,1
7015,C09574,add_to_cart,01/07/2023 15:15,557729,Mobile,1
7016,C08564,purchase,29/05/2023 01:30,913816,Mobile,1
7017,C02734,visit,02/07/2023 11:55,927270,Desktop,1
7018,C07668,view_product,12/05/2023 19:07,465341,Mobile,1
7019,C05420,view_product,12/05/2023 01:28,788536,Mobile,1
7020,C08391,checkout,2023-05-16 04:31:00,709914,Desktop,1
7021,C08689,purchase,07/06/2023 00:18,651083,Desktop,1
7022,C09567,add_to_cart,2023-03-02 21:29:00,545452,Mobile,1
7023,C01659,visit,2023-09-04 02:45:00,869220,Mobile,1
7024,C09560,view_product,2023-07-24 10:36:00,503963,Mobile,1
7025,C00325,view_product,2023-08-12 21:02:00,280398,Mobile,1
7026,C07006,view_product,15/05/2023 00:31,229816,Mobile,1
7027,C00515,purchase,31/03/2023 16:28,803912,Mobile,1
7028,C04919,view_product,19/06/2023 16:27,805309,Mobile,0
7029,C08445,visit,11/05/2023 06:42,363130,Desktop,1
7030,C02865,visit,26/07/2023 12:56,799771,Desktop,1
7031,C08562,view_product,22/03/2023 08:07,121512,Desktop,1
7032,C03074,visit,19/06/2023 10:55,586611,Desktop,1
7033,C03341,add_to_cart,2023-07-03 23:26:00,258678,Mobile,1
7034,C07354,view_product,2023-08-14 17:03:00,293006,Desktop,0
7035,C03076,view_product,2023-04-27 16:32:00,214558,Mobile,1
7036,C03401,add_to_cart,12/04/2023 21:04,819285,Desktop,1
7037,C05898,view_product,06/09/2023 10:28,810468,Mobile,1
7038,C08267,view_product,02/09/2023 20:49,146227,Mobile,1
7039,C07635,visit,2023-04-05 06:50:00,497839,Mobile,1
7040,C09210,view_product,2023-05-12 03:29:00,292436,Desktop,1
7041,C06243,visit,2023-07-12 12:24:00,186091,Mobile,1
7042,C00250,checkout,2023-06-09 12:54:00,828700,Mobile,1
7043,C01364,visit,2023-06-13 06:39:00,870643,Desktop,1
7044,C08610,visit,2023-03-30 23:38:00,128712,Mobile,1
7045,C09648,view_product,2023-05-30 09:12:00,854326,Mobile,1
7046,C01743,visit,23/08/2023 08:43,394543,Mobile,1
7047,C08468,visit,20/07/2023 20:58,200625,Mobile,1
7048,C00506,add_to_cart,03/04/2023 22:11,956358,Mobile,1
7049,C02093,add_to_cart,2023-03-16 06:21:00,506110,Mobile,1
7050,C06170,purchase,27/03/2023 15:26,427824,Mobile,1
7051,C03132,view_product,26/06/2023 21:56,179881,Mobile,1
7052,C03309,view_product,29/06/2023 12:48,972699,Mobile,1
7053,C03563,add_to_cart,22/03/2023 19:42,303077,Mobile,1
7054,C07661,visit,14/08/2023 13:43,580738,Mobile,1
7055,C04665,add_to_cart,21/09/2023 05:02,458004,Mobile,1
7056,C07835,visit,2023-04-16 04:31:00,471163,Desktop,1
7057,C09718,visit,2023-07-29 11:40:00,100734,Mobile,1
7058,C01121,view_product,2023-09-02 03:58:00,365831,Mobile,1
7059,C07873,visit,2023-06-28 21:42:00,416322,Mobile,1
7060,C01469,purchase,22/04/2023 02:50,251474,Desktop,1
7061,C03613,add_to_cart,03/05/2023 17:21,418493,Mobile,1
7062,C07584,visit,2023-08-01 02:05:00,116936,Mobile,1
7063,C07338,visit,2023-06-04 00:49:00,293768,Mobile,1
7064,C03242,visit,21/05/2023 23:13,148057,Mobile,1
7065,C09244,view_product,2023-08-13 15:34:00,248501,Mobile,1
7066,C04595,visit,2023-07-15 02:53:00,933202,Mobile,1
7067,C09156,add_to_cart,20/04/2023 05:29,745490,Desktop,1
7068,C06691,checkout,13/09/2023 08:59,446471,Mobile,1
7069,C06420,add_to_cart,2023-07-13 09:02:00,349861,Mobile,1
7070,C07641,add_to_cart,2023-09-03 12:04:00,514236,Mobile,1
7071,C04370,visit,2023-04-03 18:48:00,720098,Mobile,1
7072,C05113,view_product,2023-05-19 21:17:00,889074,Mobile,1
7073,C04187,view_product,06/05/2023 01:59,985950,Mobile,1
